"","farmer_ID","treat","clusterID","q13","q14","q16","q17","q19","q54a","q58a","q62a","q69"
"1009","F_2603","C",73,"Female",46,"n/a","n/a",4,"1","n/a","1.5",1
"1010","F_2604","C",73,"Female",21,"n/a","n/a",4,"0.5","0.25","0.5",3
"1011","F_2607","C",110,"Female",49,"Male","62",5,"1","n/a","n/a",1
"1012","F_2608","C",110,"Female",31,"n/a","n/a",5,"2","n/a","1",5
"1013","F_2609","C",110,"Male",25,"Male","42",5,"1","0.5","n/a",1
"1014","F_2610","C",110,"Male",26,"n/a","n/a",4,"3","n/a","n/a",1
"1015","F_2611","C",110,"Male",34,"n/a","n/a",3,"1","n/a","1",1
"1016","F_2612","C",110,"Male",29,"n/a","n/a",4,"2","n/a","1",3
"1017","F_2614","C",110,"Female",49,"n/a","n/a",4,"1","0.5","0.5",4
"1018","F_2617","C",110,"Female",66,"n/a","n/a",4,"1","1","0.5",1
"1019","F_2618","C",110,"Male",30,"n/a","n/a",4,"2","0.5","1",4
"1020","F_262","T1",21,"Male",57,"n/a","n/a",7,"1.5","n/a","0.5",4
"1021","F_2620","C",110,"Male",60,"n/a","n/a",4,"1","0.3","0.2",2
"1022","F_2622","C",110,"Female",47,"n/a","n/a",6,"1","n/a","0.5",2
"1023","F_2624","C",110,"Male",33,"n/a","n/a",4,"1","0.5","0.5",2
"1024","F_2625","C",110,"Male",27,"n/a","n/a",3,"1.5","n/a","n/a",4
"1025","F_2626","C",110,"Male",37,"n/a","n/a",7,"0.5","0.25","1",4
"1026","F_2628","C",110,"Male",999,"n/a","n/a",2,"1","0.5","n/a",5
"1027","F_2629","C",110,"Male",25,"n/a","n/a",3,"1","n/a","3",2
"1028","F_2630","C",110,"Female",53,"n/a","n/a",4,"2","1","n/a",3
"1029","F_2635","C",110,"Male",42,"n/a","n/a",6,"2","0.5","n/a",1
"1030","F_2636","T1",22,"Male",59,"n/a","n/a",4,"0.5","n/a","0.5",4
"1031","F_2639","T1",22,"Male",38,"n/a","n/a",6,"1","n/a","1",1
"1032","F_2640","T1",22,"Male",46,"n/a","n/a",8,"1","0.25","1",2
"1033","F_2641","T1",22,"Female",64,"Male","67",4,"2","n/a","1",4
"1034","F_2643","T1",22,"Female",38,"n/a","n/a",7,"0.5","n/a","1",4
"1035","F_2646","T1",22,"Female",67,"n/a","n/a",5,"0.5","0.5","1",3
"1036","F_2647","T1",22,"Female",39,"Male","38",7,"0.5","n/a","1",3
"1037","F_2649","T1",22,"Male",32,"n/a","n/a",6,"1.5","0.25","1",2
"1038","F_265","T1",21,"Male",24,"n/a","n/a",4,"1","n/a","n/a",1
"1039","F_2651","T1",22,"Male",37,"n/a","n/a",5,"1","n/a","0.5",1
"1040","F_2652","T1",22,"Male",33,"n/a","n/a",5,"1","n/a","0.5",3
"1041","F_2653","T1",22,"Male",28,"n/a","n/a",4,"0.5","n/a","1",3
"1042","F_2656","T1",22,"Male",47,"n/a","n/a",5,"1","1.75","5",1
"1043","F_2659","T1",22,"Female",43,"Male","54",8,"1","n/a","n/a",1
"1044","F_2660","T1",22,"Male",43,"n/a","n/a",5,"1.5","n/a","2.5",1
"1045","F_2661","T1",22,"Male",35,"n/a","n/a",4,"1","n/a","n/a",1
"1046","F_2663","T1",22,"Female",34,"n/a","n/a",4,"0.5","n/a","0.5",5
"1047","F_2664","T1",22,"Male",55,"n/a","n/a",7,"1.5","0.75","1",4
"1048","F_2666","T1",22,"Male",29,"n/a","n/a",6,"1","n/a","0.25",3
"1049","F_2669","T2",39,"Male",58,"n/a","n/a",7,"1","n/a","0.3",2
"1050","F_2670","T2",39,"Male",40,"n/a","n/a",4,"0.5","n/a","0.5",5
"1051","F_2671","T2",39,"Male",46,"n/a","n/a",5,"2","n/a","1",3
"1052","F_2672","T2",39,"Female",22,"Male","25",4,"1","n/a","n/a",4
"1053","F_2674","T2",39,"Female",31,"n/a","n/a",3,"1","n/a","n/a",3
"1054","F_2675","T2",39,"Male",35,"n/a","n/a",6,"1","1","1",1
"1055","F_2677","T2",39,"Female",22,"Male","25",3,"0.5","n/a","0.25",3
"1056","F_268","T1",21,"Male",42,"n/a","n/a",7,"1","n/a","1",4
"1057","F_2682","T2",39,"Female",80,"n/a","n/a",3,"1.5","0.25","0.25",4
"1058","F_2683","T2",39,"Female",60,"n/a","n/a",1,"1","0.25","n/a",5
"1059","F_2686","T2",39,"Female",52,"Male","57",3,"2","n/a","0.25",5
"1060","F_2687","T2",39,"Female",59,"n/a","n/a",4,"0.5","n/a","n/a",4
"1061","F_2688","T2",39,"Male",65,"n/a","n/a",2,"1.5","1.5","1",2
"1062","F_269","T1",21,"Female",66,"n/a","n/a",3,"2","1","n/a",1
"1063","F_2691","T2",39,"Female",35,"Male","39",5,"1.5","n/a","n/a",4
"1064","F_2692","T2",39,"Female",45,"Male","63",6,"1.5","n/a","1",5
"1065","F_2693","T2",39,"Female",38,"n/a","n/a",3,"1","n/a","n/a",4
"1066","F_2694","T2",39,"Female",23,"Male","28",2,"1","1","1",1
"1067","F_2696","T2",39,"Female",24,"Male","26",3,"1","n/a","2",3
"1068","F_2697","T2",39,"Female",28,"Male","27",4,"1.5","n/a","0.5",3
"1069","F_2698","T2",53,"Male",41,"n/a","n/a",5,"1.5","n/a","1.25",3
"1070","F_2702","T2",53,"Female",30,"n/a","n/a",5,"1","n/a","n/a",4
"1071","F_2704","T2",53,"Male",37,"n/a","n/a",6,"3","n/a","n/a",4
"1072","F_2706","T2",53,"Male",27,"n/a","n/a",4,"1","n/a","n/a",3
"1073","F_2709","T2",53,"Female",50,"Male","54",6,"1.5","0.5","0.5",2
"1074","F_271","T1",21,"Male",51,"n/a","n/a",3,"2","1","1",3
"1075","F_2711","T2",53,"Male",38,"n/a","n/a",6,"1.5","0.75","n/a",2
"1076","F_2712","T2",53,"Female",60,"Male","999",4,"2","0.5","0.5",2
"1077","F_2714","T2",53,"Female",54,"n/a","n/a",3,"1","0.5","0.75",1
"1078","F_2715","T2",53,"Female",39,"Male","46",7,"2","n/a","0.3",3
"1079","F_2716","T2",53,"Male",29,"n/a","n/a",4,"1","n/a","0.25",2
"1080","F_2718","T2",53,"Female",40,"Male","47",7,"2","2","0.3",5
"1081","F_2719","T2",53,"Male",42,"n/a","n/a",6,"1","1","n/a",3
"1082","F_272","T1",21,"Male",45,"n/a","n/a",8,"2","0.5","0.25",1
"1083","F_2720","T2",53,"Female",34,"n/a","n/a",6,"1","n/a","n/a",4
"1084","F_2721","T2",53,"Female",23,"Male","27",4,"1","n/a","n/a",1
"1085","F_2723","T2",53,"Male",58,"n/a","n/a",6,"1.75","n/a","1",1
"1086","F_2724","T2",53,"Male",47,"n/a","n/a",6,"1.5","1","1",1
"1087","F_2727","T2",53,"Female",31,"Male","42",2,"1","n/a","1",3
"1088","F_2728","T2",53,"Male",24,"n/a","n/a",3,"0.75","0.25","0.5",5
"1089","F_2729","T2",75,"Male",26,"n/a","n/a",3,"1","n/a","2",5
"1090","F_273","T1",21,"Female",41,"n/a","n/a",6,"1","0.5","n/a",3
"1091","F_2730","T2",75,"Female",35,"Male","38",7,"0.5","n/a","n/a",5
"1092","F_2731","T2",75,"Male",37,"n/a","n/a",1,"1","n/a","1",4
"1093","F_2733","T2",75,"Female",77,"n/a","n/a",4,"0.5","1","1",4
"1094","F_2734","T2",75,"Female",25,"Male","26",7,"0.5","n/a","0.5",5
"1095","F_2735","T2",75,"Female",35,"Male","45",5,"1","n/a","n/a",4
"1096","F_2739","T2",75,"Female",40,"n/a","n/a",4,"0.5","n/a","n/a",5
"1097","F_2742","T2",75,"Male",74,"n/a","n/a",2,"0.5","n/a","1.5",1
"1098","F_2743","T2",75,"Male",30,"n/a","n/a",3,"1","n/a","1",3
"1099","F_2744","T2",75,"Female",34,"Male","39",5,"1.5","1","1",1
"1100","F_2747","T2",75,"Male",52,"n/a","n/a",6,"1.5","n/a","2",1
"1101","F_2748","T2",75,"Male",45,"n/a","n/a",6,"2","0.5","n/a",3
"1102","F_2749","T2",75,"Male",36,"n/a","n/a",7,"1.5","n/a","2",2
"1103","F_275","T1",21,"Male",22,"n/a","n/a",2,"1","n/a","n/a",2
"1104","F_2750","T2",75,"Female",34,"n/a","n/a",7,"1","n/a","0.5",4
"1105","F_2751","T2",75,"Male",28,"n/a","n/a",4,"1.5","n/a","n/a",1
"1106","F_2752","T2",75,"Male",23,"n/a","n/a",4,"2","0.35","1",1
"1107","F_2755","T2",75,"Female",82,"n/a","n/a",2,"1.25","n/a","n/a",3
"1108","F_2761","C",18,"Male",62,"n/a","n/a",5,"2","1","0.75",3
"1109","F_2763","C",18,"Male",28,"n/a","n/a",4,"1","0.5","0.5",3
"1110","F_2766","C",18,"Female",61,"n/a","n/a",4,"1","1","0.25",3
"1111","F_2767","C",18,"Male",52,"n/a","n/a",7,"2","1.5","n/a",3
"1112","F_2768","C",18,"Female",19,"n/a","n/a",4,"1","0.5","0.5",4
"1113","F_2770","C",18,"Female",42,"Male","44",8,"2","1.5","n/a",4
"1114","F_2771","C",18,"Male",45,"n/a","n/a",5,"1.5","n/a","1",3
"1115","F_2772","C",18,"Female",30,"Male","34",5,"1","0.25","n/a",1
"1116","F_2773","C",18,"Female",999,"n/a","n/a",4,"1","n/a","1",3
"1117","F_2776","C",18,"Female",37,"Male","38",8,"1.5","1","1.5",4
"1118","F_2777","C",18,"Female",28,"Male","36",4,"0.5","0.5","n/a",3
"1119","F_2778","C",18,"Male",23,"n/a","n/a",4,"1.5","n/a","0.5",1
"1120","F_2781","C",18,"Male",58,"n/a","n/a",6,"2","1.5","1",3
"1121","F_2782","C",18,"Female",999,"n/a","n/a",2,"2","1","n/a",3
"1122","F_2783","C",18,"Female",22,"Male","26",4,"1","n/a","2",2
"1123","F_2784","C",18,"Male",45,"n/a","n/a",6,"1.5","2","1",1
"1124","F_2786","C",18,"Male",40,"n/a","n/a",4,"1.5","0.5","1",2
"1125","F_2787","C",18,"Male",34,"n/a","n/a",4,"2","2","2",3
"1126","F_2791","T2",101,"Female",21,"n/a","n/a",3,"1","n/a","0.5",4
"1127","F_2793","T2",101,"Male",39,"n/a","n/a",5,"1","n/a","2",3
"1128","F_2794","T2",101,"Male",36,"n/a","n/a",4,"1","0.5","0.5",1
"1129","F_2795","T2",101,"Female",35,"Male","33",4,"1","0.5","0.5",3
"1130","F_2797","T2",101,"Female",25,"Male","27",5,"1","n/a","1.5",3
"1131","F_2798","T2",101,"Female",56,"Male","65",6,"1.5","1","0.5",3
"1132","F_2799","T2",101,"Male",51,"n/a","n/a",6,"1","0.5","0.5",3
"1133","F_28","T1",8,"Female",53,"n/a","n/a",5,"n/a","2","n/a",1
"1134","F_2801","T2",101,"Male",46,"n/a","n/a",9,"2","1","n/a",3
"1135","F_2804","T2",101,"Female",58,"Male","62",9,"4","2","0.25",3
"1136","F_2807","T2",101,"Female",48,"n/a","n/a",11,"1","0.5","n/a",3
"1137","F_2808","T2",101,"Male",35,"n/a","n/a",5,"1","n/a","1",3
"1138","F_281","T1",28,"Male",41,"n/a","n/a",4,"2","0.5","3.25",1
"1139","F_2810","T2",101,"Female",28,"n/a","n/a",5,"0.5","0.5","0.25",4
"1140","F_2813","T2",101,"Female",24,"Male","35",4,"1","n/a","0.5",3
"1141","F_2814","T2",101,"Female",32,"n/a","n/a",3,"1","0.5","1",2
"1142","F_2815","T2",101,"Female",64,"n/a","n/a",4,"1","1","0.25",4
"1143","F_2817","T2",101,"Female",50,"Male","58",7,"2","1","0.5",3
"1144","F_2819","T2",101,"Female",999,"n/a","n/a",7,"1.5","0.5","0.5",1
"1145","F_2821","T2",101,"Female",61,"Male","71",6,"1.5","0.25","0.5",3
"1146","F_2822","C",19,"Male",36,"n/a","n/a",4,"2","n/a","2",4
"1147","F_2823","C",19,"Female",35,"Male","36",7,"2","n/a","2",1
"1148","F_2827","C",19,"Female",27,"Male","30",4,"2","2","1",1
"1149","F_2828","C",19,"Male",48,"n/a","n/a",6,"1.5","0.25","1",3
"1150","F_2829","C",19,"Male",40,"n/a","n/a",6,"1","n/a","1",2
"1151","F_283","T1",28,"Female",30,"n/a","n/a",6,"1.5","1","0.5",3
"1152","F_2831","C",19,"Male",65,"n/a","n/a",5,"1","n/a","0.25",3
"1153","F_2832","C",19,"Female",60,"n/a","n/a",5,"1","n/a","0.5",2
"1154","F_2833","C",19,"Female",48,"Male","64",10,"2","n/a","n/a",2
"1155","F_2834","C",19,"Female",38,"n/a","n/a",5,"1","n/a","1",1
"1156","F_2838","C",19,"Male",29,"n/a","n/a",4,"1.5","n/a","2",1
"1157","F_284","T1",28,"Male",70,"n/a","n/a",5,"1.4","1.4","0.45",1
"1158","F_2840","C",19,"Female",50,"Male","68",4,"3","1","4",1
"1159","F_2841","C",19,"Male",31,"n/a","n/a",6,"1","1","3",1
"1160","F_2843","C",19,"Female",51,"Male","54",4,"2","0.25","1.5",2
"1161","F_2845","C",19,"Female",20,"Male","23",4,"0.5","n/a","0.25",3
"1162","F_2848","C",19,"Female",28,"Male","30",5,"1","1","1",5
"1163","F_2849","C",19,"Male",49,"n/a","n/a",7,"1.5","n/a","n/a",4
"1164","F_2850","C",19,"Female",31,"Male","34",7,"3","n/a","1",1
"1165","F_2852","C",19,"Male",42,"n/a","n/a",6,"1.5","n/a","0.5",4
"1166","F_2853","C",2,"Female",40,"Male","52",7,"1.5","0.5","0.5",3
"1167","F_2854","C",2,"Male",53,"n/a","n/a",2,"1","1","1",1
"1168","F_2855","C",2,"Female",38,"n/a","n/a",4,"1","0.5","0.5",3
"1169","F_2856","C",2,"Female",33,"Male","35",6,"1","3","1",3
"1170","F_2858","C",2,"Female",42,"Male","51",4,"2.5","2","1.5",1
"1171","F_2859","C",2,"Female",38,"n/a","n/a",6,"2","1","1",2
"1172","F_2860","C",2,"Male",49,"n/a","n/a",6,"2","n/a","1",3
"1173","F_2861","C",2,"Female",42,"n/a","n/a",6,"1","0.25","n/a",4
"1174","F_2862","C",2,"Male",46,"n/a","n/a",5,"2","1","1",3
"1175","F_2863","C",2,"Male",28,"n/a","n/a",2,"1","n/a","1",3
"1176","F_2867","C",2,"Female",29,"Male","26",3,"1","n/a","n/a",3
"1177","F_2869","C",2,"Female",31,"n/a","n/a",6,"2","0.5","0.5",4
"1178","F_287","T1",28,"Female",34,"Male","45",5,"1.5","n/a","n/a",1
"1179","F_2871","C",2,"Male",42,"n/a","n/a",6,"1.5","1","1.5",3
"1180","F_2873","C",2,"Male",36,"n/a","n/a",3,"2.5","1","2.5",2
"1181","F_2874","C",2,"Male",39,"n/a","n/a",1,"1","0.5","2",1
"1182","F_2875","C",2,"Female",36,"Male","68",4,"3.5","0.5","4",1
"1183","F_2876","C",2,"Female",24,"Male","34",4,"1","0.5","1",3
"1184","F_288","T1",28,"Female",38,"Male","42",8,"2.5","0.5","0.5",2
"1185","F_2881","C",2,"Female",39,"n/a","n/a",2,"2","0.5","0.5",3
"1186","F_2885","T1",91,"Female",24,"n/a","n/a",2,"1","n/a","0.5",4
"1187","F_2888","T1",91,"Female",40,"Male","44",6,"1","n/a","0.25",4
"1188","F_2889","T1",91,"Female",35,"Male","38",10,"2","n/a","1.2",4
"1189","F_2891","T1",91,"Female",58,"Male","61",3,"3","0.5","1.5",1
"1190","F_2893","T1",91,"Female",45,"Male","47",5,"1.5","0.5","0.5",1
"1191","F_2894","T1",91,"Female",29,"Male","31",6,"3","n/a","1",1
"1192","F_2897","T1",91,"Female",26,"Male","35",4,"1.5","0.5","1",1
"1193","F_2898","T1",91,"Male",22,"n/a","n/a",3,"n/a","n/a","0.25",1
"1194","F_2899","T1",91,"Male",55,"n/a","n/a",4,"1","n/a","1",3
"1195","F_29","T1",8,"Female",50,"n/a","n/a",8,"2","1","n/a",2
"1196","F_290","T1",28,"Female",42,"Male","32",3,"2","n/a","n/a",4
"1197","F_2900","T1",91,"Female",21,"n/a","n/a",3,"1","n/a","n/a",3
"1198","F_2901","T1",91,"Male",37,"n/a","n/a",6,"1","0.5","n/a",1
"1199","F_2903","T1",91,"Female",23,"n/a","n/a",3,"1","n/a","1.5",3
"1200","F_2905","T1",91,"Male",47,"n/a","n/a",8,"1.5","n/a","1",4
"1201","F_2908","T1",91,"Female",85,"n/a","n/a",2,"1","0.5","0.5",1
"1202","F_2909","T1",91,"Female",42,"Male","50",3,"2","n/a","0.25",3
"1203","F_2910","T1",91,"Male",30,"n/a","n/a",4,"1","n/a","1",2
"1204","F_2912","T1",91,"Male",38,"n/a","n/a",6,"1","n/a","0.25",5
"1205","F_2913","T1",91,"Female",50,"n/a","n/a",3,"0.5","n/a","0.5",4
"1206","F_2917","T2",6,"Male",37,"n/a","n/a",7,"1","0.75","1.5",3
"1207","F_292","T1",28,"Male",24,"n/a","n/a",2,"1.5","0.5","n/a",2
"1208","F_2920","T2",6,"Male",39,"n/a","n/a",5,"1","n/a","2",1
"1209","F_2921","T2",6,"Male",34,"n/a","n/a",5,"1.5","0.25","2",1
"1210","F_2923","T2",6,"Male",73,"n/a","n/a",6,"3","n/a","0.25",1
"1211","F_2924","T2",6,"Female",28,"Female","94",3,"1","n/a","1.5",4
"1212","F_2928","T2",6,"Female",25,"Male","29",4,"2","1","1",3
"1213","F_293","T1",28,"Female",39,"n/a","n/a",6,"1.5","n/a","0.5",1
"1214","F_2930","T2",6,"Female",36,"Male","41",6,"2","0.5","3",1
"1215","F_2933","T2",6,"Female",67,"Female","27",7,"3","n/a","2",4
"1216","F_2934","T2",6,"Male",25,"n/a","n/a",4,"1.5","n/a","3",3
"1217","F_2936","T2",6,"Male",36,"n/a","n/a",3,"1.5","1","2",3
"1218","F_2937","T2",6,"Female",49,"n/a","n/a",3,"1.5","n/a","1",4
"1219","F_2938","T2",6,"Female",56,"n/a","n/a",5,"n/a","n/a","1.5",3
"1220","F_2939","T2",6,"Female",54,"Male","60",2,"1","n/a","0.5",3
"1221","F_294","T1",28,"Female",20,"Male","23",3,"1.5","0.5","0.5",1
"1222","F_2941","T2",6,"Male",62,"n/a","n/a",2,"1.5","n/a","2",3
"1223","F_2942","T2",6,"Male",999,"n/a","n/a",3,"2","n/a","2",1
"1224","F_2943","T2",6,"Female",45,"Male","999",4,"n/a","n/a","5",3
"1225","F_2944","T2",6,"Female",39,"Male","42",7,"1.5","n/a","1",4
"1226","F_2945","T2",6,"Female",28,"Male","29",5,"0.5","0.5","1",4
"1227","F_2948","T2",49,"Male",63,"n/a","n/a",4,"2","1","n/a",1
"1228","F_2949","T2",49,"Male",25,"n/a","n/a",1,"1","n/a","n/a",2
"1229","F_295","T1",28,"Female",26,"Male","31",5,"1","n/a","1",4
"1230","F_2951","T2",49,"Male",25,"n/a","n/a",2,"2","n/a","n/a",2
"1231","F_2952","T2",49,"Female",68,"n/a","n/a",3,"1","n/a","n/a",4
"1232","F_2954","T2",49,"Female",27,"n/a","n/a",6,"1","n/a","n/a",3
"1233","F_2957","T2",49,"Female",35,"n/a","n/a",6,"1","n/a","n/a",5
"1234","F_2959","T2",49,"Male",46,"n/a","n/a",8,"1","0.5","0.5",5
"1235","F_2960","T2",49,"Female",56,"n/a","n/a",11,"3","0.25","0.5",1
"1236","F_2964","T2",49,"Male",32,"n/a","n/a",4,"1","n/a","0.5",3
"1237","F_2965","T2",49,"Female",40,"Male","58",6,"2","n/a","2",3
"1238","F_2966","T2",49,"Female",39,"Male","41",6,"1","n/a","0.5",4
"1239","F_2967","T2",49,"Female",62,"n/a","n/a",5,"1","n/a","0.5",4
"1240","F_2968","T2",49,"Male",52,"n/a","n/a",6,"7","2","n/a",1
"1241","F_2969","T2",49,"Male",29,"Male","28",4,"1.5","n/a","0.5",1
"1242","F_2972","T2",49,"Male",29,"n/a","n/a",4,"0.25","0.25","0.25",3
"1243","F_2974","T2",49,"Male",46,"n/a","n/a",7,"1","1","n/a",3
"1244","F_2975","T2",49,"Male",66,"n/a","n/a",4,"3","1","4",1
"1245","F_2976","T2",49,"Female",58,"n/a","n/a",6,"0.5","n/a","n/a",3
"1246","F_2977","T1",50,"Female",24,"Male","32",4,"1","n/a","n/a",2
"1247","F_2978","T1",50,"Female",56,"Male","66",4,"1.5","0.3","n/a",1
"1248","F_2980","T1",50,"Male",51,"n/a","n/a",6,"1","n/a","0.7",3
"1249","F_2981","T1",50,"Male",50,"n/a","n/a",5,"1.5","n/a","1",1
"1250","F_2982","T1",50,"Male",42,"n/a","n/a",7,"1.5","n/a","n/a",1
"1251","F_2983","T1",50,"Female",52,"n/a","n/a",5,"1.5","n/a","0.5",5
"1252","F_2984","T1",50,"Female",38,"n/a","n/a",8,"2","0.5","1.5",5
"1253","F_2986","T1",50,"Male",55,"n/a","n/a",4,"1","n/a","n/a",4
"1254","F_2987","T1",50,"Male",67,"n/a","n/a",3,"1.5","n/a","0.5",1
"1255","F_2988","T1",50,"Female",34,"Male","35",4,"1","n/a","n/a",3
"1256","F_299","T1",28,"Male",60,"n/a","n/a",6,"1","1","n/a",2
"1257","F_2990","T1",50,"Female",35,"Male","36",6,"2.5","n/a","n/a",1
"1258","F_2991","T1",50,"Female",40,"n/a","n/a",6,"1","n/a","n/a",1
"1259","F_2995","T1",50,"Female",54,"n/a","n/a",3,"0.5","n/a","n/a",1
"1260","F_3","T1",8,"Male",82,"n/a","n/a",1,"1","n/a","n/a",1
"1261","F_30","T1",8,"Male",43,"n/a","n/a",6,"3","4","n/a",1
"1262","F_3000","T1",50,"Male",68,"n/a","n/a",4,"1.5","n/a","1.5",1
"1263","F_3002","T1",50,"Male",49,"n/a","n/a",6,"2","1","2",3
"1264","F_3003","T1",50,"Female",32,"n/a","n/a",6,"2","1","2",4
"1265","F_3006","T1",50,"Female",41,"Male","53",6,"0.7","n/a","0.5",4
"1266","F_3007","T1",50,"Female",60,"n/a","n/a",6,"1.5","0.2","n/a",3
"1267","F_301","T1",28,"Male",51,"n/a","n/a",5,"2","1.5","n/a",3
"1268","F_3011","T2",80,"Male",33,"n/a","n/a",1,"1","n/a","1",2
"1269","F_3012","T2",80,"Female",24,"Male","35",4,"1","n/a","0.25",1
"1270","F_3014","T2",80,"Male",48,"n/a","n/a",7,"3","n/a","0.5",1
"1271","F_3015","T2",80,"Male",36,"n/a","n/a",4,"0.5","n/a","0.25",4
"1272","F_3016","T2",80,"Female",25,"Male","38",4,"1","n/a","n/a",4
"1273","F_3017","T2",80,"Male",32,"n/a","n/a",4,"0.5","n/a","n/a",3
"1274","F_3018","T2",80,"Female",39,"n/a","n/a",5,"0.25","n/a","n/a",1
"1275","F_3019","T2",80,"Female",72,"n/a","n/a",3,"1","n/a","0.5",1
"1276","F_3022","T2",80,"Male",35,"n/a","n/a",3,"0.75","n/a","n/a",1
"1277","F_3023","T2",80,"Female",51,"Male","63",4,"1","0.5","0.5",4
"1278","F_3026","T2",80,"Female",30,"n/a","n/a",4,"3","0.5","0.25",4
"1279","F_3028","T2",80,"Female",57,"Male","999",8,"1.5","1.5","n/a",4
"1280","F_3029","T2",80,"Female",33,"n/a","n/a",3,"1","0.5","2",1
"1281","F_303","T1",28,"Male",80,"n/a","n/a",5,"1","0.5","0.5",3
"1282","F_3031","T2",80,"Male",49,"n/a","n/a",7,"1.25","n/a","1.25",2
"1283","F_3032","T2",80,"Male",35,"n/a","n/a",4,"0.5","n/a","1",1
"1284","F_3033","T2",80,"Female",42,"n/a","n/a",2,"0.2","0.25","0.25",2
"1285","F_3035","T2",80,"Female",39,"Male","42",4,"0.5","n/a","n/a",1
"1286","F_3036","T2",80,"Female",29,"Male","38",4,"n/a","0.5","n/a",3
"1287","F_304","T1",28,"Female",42,"n/a","n/a",5,"1.5","n/a","0.5",4
"1288","F_3040","T1",9,"Female",50,"n/a","n/a",4,"1.5","1.5","1",1
"1289","F_3041","T1",9,"Female",32,"Male","39",6,"0.75","0.5","n/a",4
"1290","F_3042","T1",9,"Male",36,"n/a","n/a",6,"1","n/a","2",4
"1291","F_3043","T1",9,"Female",999,"Male","999",8,"1.5","1.5","2",1
"1292","F_3045","T1",9,"Male",35,"n/a","n/a",5,"4","3","1",3
"1293","F_3051","T1",9,"Female",24,"Male","27",3,"1","1","n/a",4
"1294","F_3052","T1",9,"Male",22,"n/a","n/a",3,"1","1","1",4
"1295","F_3054","T1",9,"Male",61,"n/a","n/a",2,"1","1.5","0.5",5
"1296","F_3056","T1",9,"Male",50,"n/a","n/a",3,"1","1","1.5",1
"1297","F_3058","T1",9,"Female",999,"n/a","n/a",2,"1.5","0.25","0.5",3
"1298","F_3059","T1",9,"Male",33,"n/a","n/a",7,"1.5","1","1",5
"1299","F_306","T1",28,"Female",38,"Male","23",5,"1.5","0.5","0.2",3
"1300","F_3060","T1",9,"Male",50,"n/a","n/a",7,"0.5","1","0.5",4
"1301","F_3061","T1",9,"Female",19,"Male","999",2,"n/a","0.25","n/a",4
"1302","F_3062","T1",9,"Female",22,"Male","28",5,"1","n/a","6",1
"1303","F_3064","T1",9,"Female",37,"Male","999",7,"1","1","0.5",3
"1304","F_3065","T1",9,"Female",62,"n/a","n/a",12,"0.5","2","1",3
"1305","F_3068","T1",9,"Male",33,"n/a","n/a",8,"2","2","0.5",1
"1306","F_3069","T1",9,"Female",22,"Female","999",4,"0.5","1","1",4
"1307","F_307","T1",28,"Female",52,"Male","59",6,"1.5","1.45","0.5",2
"1308","F_3070","T2",112,"Male",75,"n/a","n/a",4,"2","1","n/a",3
"1309","F_3071","T2",112,"Female",64,"Male","74",3,"1","1","n/a",1
"1310","F_3075","T2",112,"Female",50,"n/a","n/a",7,"1","1","n/a",3
"1311","F_3079","T2",112,"Male",29,"n/a","n/a",3,"1","1","n/a",1
"1312","F_3080","T2",112,"Male",62,"n/a","n/a",5,"1","9","5",1
"1313","F_3081","T2",112,"Female",42,"n/a","n/a",7,"2.5","1.5","n/a",2
"1314","F_3082","T2",112,"Female",66,"n/a","n/a",7,"1.5","2","0.5",3
"1315","F_3084","T2",112,"Male",57,"n/a","n/a",4,"5","1","n/a",3
"1316","F_3085","T2",112,"Male",40,"n/a","n/a",3,"1.5","6.5","2.5",1
"1317","F_3086","T2",112,"Female",28,"Male","34",4,"0.5","1","1",2
"1318","F_3087","T2",112,"Male",58,"n/a","n/a",4,"1.5","3","n/a",2
"1319","F_3089","T2",112,"Male",31,"n/a","n/a",6,"0.3","0.7","n/a",4
"1320","F_309","T1",28,"Male",37,"n/a","n/a",4,"4","2.5","0.5",1
"1321","F_3092","T2",112,"Female",25,"n/a","n/a",3,"0.5","1","n/a",3
"1322","F_3093","T2",112,"Male",38,"n/a","n/a",5,"1.5","1","n/a",2
"1323","F_3094","T2",112,"Female",52,"n/a","n/a",7,"2","1.5","n/a",2
"1324","F_3097","T2",112,"Male",21,"Male","45",6,"1","0.5","n/a",3
"1325","F_3098","T2",112,"Male",22,"n/a","n/a",3,"1","1","n/a",3
"1326","F_3099","T2",112,"Male",37,"n/a","n/a",5,"0.5","1.5","n/a",5
"1327","F_310","T1",28,"Male",27,"n/a","n/a",4,"1","1","n/a",1
"1328","F_3102","T1",7,"Female",35,"n/a","n/a",6,"2","1.5","1",1
"1329","F_3103","T1",7,"Male",47,"n/a","n/a",5,"2","0.5","n/a",3
"1330","F_3105","T1",7,"Male",65,"n/a","n/a",4,"5.5","3.5","3.5",1
"1331","F_3106","T1",7,"Female",31,"n/a","n/a",8,"1","n/a","1",4
"1332","F_311","T1",103,"Female",69,"n/a","n/a",2,"1.5","n/a","n/a",4
"1333","F_3110","T1",7,"Female",999,"Male","999",7,"0.25","0.5","n/a",4
"1334","F_3112","T1",7,"Male",30,"n/a","n/a",6,"n/a","3","n/a",5
"1335","F_3114","T1",7,"Female",80,"n/a","n/a",1,"1","0.5","0.5",4
"1336","F_3115","T1",7,"Female",41,"n/a","n/a",5,"1","n/a","0.25",4
